,Unnamed: 0,Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason,Age Group,Age Categorize
114,114,1022-MXDZ,0,32,145,350.4,0.0,0.0,No,no,0.0,0,0,No,0,LA,415-2393,Female,59,No,No,No,0,No,One Year,Direct Debit,12,372,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
115,115,8362-WLIZ,0,32,58,126.3,0.0,0.0,No,no,0.0,0,0,No,0,NE,377-1765,Prefer not to say,53,No,No,No,0,No,Month-to-Month,Direct Debit,10,319,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
116,116,1723-BADW,0,61,298,792.0,0.0,0.0,No,no,0.0,0,0,No,0,KS,411-4582,Male,24,Yes,No,No,0,No,One Year,Credit Card,9,543,Not Filling Responses,Not Filling Responses,20-40,Under 30
117,117,7529-FNNU,0,1,7,10.0,0.0,0.0,No,no,0.0,0,21,Yes,0,AK,372-3750,Female,25,Yes,No,No,0,No,Month-to-Month,Credit Card,22,22,Not Filling Responses,Not Filling Responses,20-40,Under 30
118,118,3212-TFMM,0,33,75,262.6,0.0,0.0,No,no,0.0,0,8,Yes,0,NH,361-3337,Male,38,No,No,No,0,Yes,One Year,Credit Card,43,1411,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
119,119,2593-RBZA,0,20,135,237.2,0.0,0.0,No,no,0.0,0,9,Yes,0,NY,422-1471,Male,44,No,No,No,0,No,Month-to-Month,Credit Card,34,669,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
120,120,0696-BYCU,0,3,17,43.2,0.0,0.0,No,no,0.0,0,30,Yes,0,AZ,399-7865,Male,21,Yes,No,No,0,No,Month-to-Month,Direct Debit,17,45,Not Filling Responses,Not Filling Responses,20-40,Under 30
121,121,4944-CIHW,0,12,103,199.3,0.0,0.0,No,no,0.0,0,0,No,0,WY,373-4819,Female,59,No,No,No,0,No,One Year,Direct Debit,12,147,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
122,122,4245-YWPM,0,42,236,630.5,0.0,0.0,No,no,0.0,0,12,Yes,0,WA,338-6981,Female,66,No,Yes,No,0,No,Month-to-Month,Credit Card,36,1533,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
123,123,2095-XLTB,0,44,188,397.2,0.0,0.0,No,no,0.0,0,26,Yes,0,CO,418-4365,Male,24,Yes,No,No,0,No,One Year,Credit Card,25,1102,Not Filling Responses,Not Filling Responses,20-40,Under 30
124,124,5985-QISQ,0,70,170,557.1,0.0,0.0,No,no,0.0,0,0,No,0,KY,375-3586,Female,41,No,No,No,0,No,Two Year,Direct Debit,9,616,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
125,125,7789-ZPFF,0,74,520,1111.6,0.0,0.0,No,no,0.0,0,2,Yes,0,MT,407-8376,Female,41,No,No,No,0,Yes,Two Year,Credit Card,41,3059,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
126,126,9712-UUEV,0,62,137,370.8,0.0,0.0,No,no,0.0,0,0,No,0,OK,408-6496,Male,36,No,No,No,0,No,Two Year,Credit Card,7,427,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
127,127,0443-JVDX,0,20,87,236.4,0.0,0.0,No,no,0.0,0,8,Yes,0,MD,385-7688,Female,31,No,No,No,0,No,Month-to-Month,Direct Debit,49,973,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
128,128,1497-NJGC,0,59,141,409.9,0.0,0.0,No,no,0.0,0,26,Yes,0,TX,378-3625,Male,19,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,60,3487,Not Filling Responses,Not Filling Responses,0-20,Under 30
129,129,5437-THZS,0,26,157,315.7,0.0,0.0,No,no,0.0,0,9,Yes,0,MN,358-3261,Female,59,No,No,No,0,No,One Year,Credit Card,52,1363,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
130,130,3132-ZCXO,0,14,54,180.6,0.0,0.0,No,no,0.0,0,11,Yes,0,DE,377-9932,Female,49,No,No,No,0,No,Month-to-Month,Credit Card,53,733,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
131,131,7736-ZVZC,0,43,164,472.7,0.0,0.0,No,no,0.0,0,7,Yes,0,WA,341-8467,Male,44,No,No,No,0,No,Month-to-Month,Credit Card,41,1774,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
132,132,9013-KMUQ,0,34,102,302.2,0.0,0.0,No,no,0.0,0,4,Yes,0,MO,339-9453,Female,62,No,No,No,0,No,One Year,Direct Debit,37,1229,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
133,133,3877-IZTZ,0,75,126,301.5,0.0,0.0,No,no,0.0,0,12,Yes,0,IN,344-3388,Male,33,No,No,No,0,Yes,Two Year,Credit Card,29,2183,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
134,134,5731-BGMG,0,65,246,714.4,0.0,0.0,No,no,0.0,0,23,Yes,0,RI,386-3671,Male,22,Yes,No,No,0,Yes,One Year,Credit Card,61,3944,Not Filling Responses,Not Filling Responses,20-40,Under 30
135,135,6459-UAFN,0,1,5,13.0,11.0,11.9,Yes,yes,0.0,0,1,Yes,0,AZ,346-7795,Female,43,No,No,No,0,No,Month-to-Month,Direct Debit,17,17,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
136,136,8088-BQFU,0,27,219,405.0,0.0,0.0,No,no,0.0,0,0,No,0,AZ,405-1842,Female,25,Yes,No,No,0,No,One Year,Direct Debit,13,348,Not Filling Responses,Not Filling Responses,20-40,Under 30
137,137,8737-CDBU,0,23,141,295.9,92.0,404.8,Yes,yes,0.0,0,1,Yes,0,FL,366-6345,Male,64,No,No,No,0,No,One Year,Direct Debit,37,847,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
138,138,6799-KEBR,0,59,156,409.6,0.0,0.0,No,no,0.0,0,6,Yes,0,LA,337-9345,Female,48,No,No,No,0,Yes,Month-to-Month,Direct Debit,36,2104,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
139,139,0815-COLE,0,69,130,346.9,0.0,0.0,No,no,0.0,0,9,Yes,0,FL,328-6770,Male,45,No,No,No,0,Yes,Two Year,Credit Card,19,1302,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
140,140,6495-MIAB,0,67,250,870.3,0.0,0.0,No,no,0.0,0,6,Yes,0,FL,380-7321,Male,41,No,No,No,0,Yes,Two Year,Direct Debit,32,2174,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
141,141,2607-EPFH,0,63,266,632.4,0.0,0.0,No,no,0.0,0,5,Yes,0,MD,375-1476,Male,49,No,No,No,0,Yes,Two Year,Direct Debit,51,3242,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
142,142,0790-HZYB,0,8,42,85.9,0.0,0.0,No,no,0.0,0,18,Yes,0,AL,356-1567,Female,26,Yes,No,No,0,No,Month-to-Month,Direct Debit,34,267,Not Filling Responses,Not Filling Responses,20-40,Under 30
143,143,8456-TAUF,0,74,466,1113.3,0.0,0.0,No,no,0.0,0,0,No,0,TN,336-1090,Female,53,No,No,No,0,No,Two Year,Direct Debit,8,617,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
144,144,4418-MJGM,0,1,5,13.0,0.0,0.0,No,no,0.0,0,0,No,0,MS,343-2095,Male,35,No,No,No,0,No,One Year,Direct Debit,10,10,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
145,145,7283-XTJW,0,11,36,90.7,0.0,0.0,No,no,0.0,0,0,No,0,OK,338-8050,Female,51,No,No,No,0,No,One Year,Direct Debit,8,93,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
146,146,0545-AFAG,0,25,132,382.0,0.0,0.0,No,no,0.0,0,15,Yes,0,IN,388-9568,Male,30,No,No,No,0,No,One Year,Paper Check,29,727,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
147,147,4672-CQIQ,0,31,120,407.8,0.0,0.0,No,no,0.0,0,14,Yes,0,MO,402-6591,Female,26,Yes,No,No,0,Yes,One Year,Paper Check,32,1013,Not Filling Responses,Not Filling Responses,20-40,Under 30
148,148,2824-QJTP,0,30,210,484.7,0.0,0.0,No,no,0.0,0,1,Yes,0,VA,386-9790,Male,66,No,Yes,No,0,No,Month-to-Month,Credit Card,41,1230,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
149,149,2093-YEMR,0,48,60,192.6,0.0,0.0,No,no,0.0,0,26,No,57,KY,378-5692,Female,22,Yes,No,No,0,No,Two Year,Credit Card,31,1509,Not Filling Responses,Not Filling Responses,20-40,Under 30
150,150,4429-DMVA,0,53,297,746.8,106.0,556.5,Yes,yes,0.0,0,1,Yes,0,MD,360-3324,Male,53,No,No,No,0,No,Two Year,Credit Card,65,3452,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
151,151,3501-GSCQ,0,51,226,609.3,306.0,561.0,Yes,yes,0.0,0,11,Yes,0,OH,410-3719,Male,62,No,No,No,0,No,Month-to-Month,Credit Card,53,2713,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
152,152,0353-VDEC,0,77,363,928.5,0.0,0.0,No,no,0.0,0,0,No,0,NV,327-6179,Female,66,No,Yes,No,0,No,Two Year,Credit Card,13,1017,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
153,153,9944-LAXU,0,28,166,390.8,140.0,252.0,Yes,yes,0.0,0,0,No,0,ID,359-6196,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,14,397,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
154,154,5801-KQFY,0,10,34,70.7,0.0,0.0,No,no,0.0,0,7,Yes,0,SD,357-4078,Female,44,No,No,No,0,No,Two Year,Paper Check,15,156,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
155,155,1998-WXQP,0,18,139,285.6,0.0,0.0,No,no,0.0,0,12,Yes,0,IL,366-5780,Male,41,No,No,No,0,No,Month-to-Month,Direct Debit,42,754,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
156,156,2723-OOHS,0,14,61,129.6,0.0,0.0,No,no,0.0,0,0,No,0,AL,355-9295,Male,43,No,No,No,0,No,Two Year,Paper Check,7,99,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
157,157,5956-HJOF,0,73,476,953.3,0.0,0.0,No,no,0.0,0,3,Yes,0,NJ,400-5751,Female,36,No,No,No,0,Yes,Two Year,Direct Debit,54,3996,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
158,158,2339-RNOX,0,72,161,360.7,144.0,885.6,Yes,yes,0.0,0,11,Yes,0,NV,338-1027,Male,53,No,No,No,0,Yes,Two Year,Direct Debit,71,5129,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
159,159,1422-CZKM,0,43,81,213.4,0.0,0.0,No,no,0.0,0,4,Yes,0,IN,405-8867,Female,37,No,No,No,0,No,One Year,Credit Card,31,1306,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
160,160,0288-QBTS,0,65,258,843.6,0.0,0.0,No,no,0.0,0,13,Yes,0,WV,336-5616,Female,82,No,Yes,No,0,Yes,One Year,Direct Debit,47,3077,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
161,161,5972-TBZR,0,13,22,93.4,0.0,0.0,No,no,0.0,0,5,Yes,0,VA,335-1697,Female,66,No,Yes,No,0,Yes,One Year,Direct Debit,32,429,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
162,162,1843-AELD,0,4,23,50.8,0.0,0.0,No,no,0.0,0,6,Yes,0,SC,331-5138,Prefer not to say,70,No,Yes,No,0,No,One Year,Direct Debit,34,123,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
163,163,7787-NLQX,0,39,124,272.7,0.0,0.0,No,no,0.0,0,8,No,66,RI,385-8240,Male,34,No,No,No,0,Yes,One Year,Paper Check,38,1478,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
164,164,5332-XPON,0,43,292,694.7,0.0,0.0,No,no,0.0,0,24,Yes,0,NM,349-1687,Male,30,No,No,No,0,Yes,One Year,Direct Debit,41,1798,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
165,165,6593-HFZC,0,49,220,592.9,0.0,0.0,No,no,0.0,0,15,Yes,0,OR,380-2558,Female,27,Yes,No,No,0,Yes,One Year,Direct Debit,37,1819,Not Filling Responses,Not Filling Responses,20-40,Under 30
166,166,6255-VOJP,0,31,151,346.1,0.0,0.0,No,no,0.0,0,3,Yes,0,MI,349-2808,Male,60,No,No,No,0,Yes,One Year,Credit Card,39,1223,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
167,167,8316-LFXC,0,10,51,136.2,30.0,109.0,Yes,yes,0.0,0,0,No,0,TX,411-1715,Male,29,Yes,No,No,0,No,Month-to-Month,Credit Card,10,93,Not Filling Responses,Not Filling Responses,20-40,Under 30
168,168,3689-KQVT,0,69,123,275.7,0.0,0.0,No,no,0.0,0,13,Yes,0,FL,385-2488,Female,21,Yes,No,No,0,Yes,Two Year,Direct Debit,34,2373,Not Filling Responses,Not Filling Responses,20-40,Under 30
169,169,8942-JMZL,0,51,84,202.6,0.0,0.0,No,no,0.0,0,5,No,6,TX,342-1099,Male,49,No,No,No,0,Yes,One Year,Credit Card,54,2733,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
170,170,9094-UTHL,0,27,89,218.4,0.0,0.0,No,no,0.0,0,5,Yes,0,UT,413-1269,Female,67,No,Yes,No,0,Yes,One Year,Direct Debit,25,672,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
171,171,4632-CGSN,0,55,335,767.4,0.0,0.0,No,no,0.0,0,5,Yes,0,NM,340-3182,Male,84,No,Yes,No,0,No,One Year,Direct Debit,56,3069,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
172,172,0960-QPOZ,0,30,92,274.4,0.0,0.0,No,no,0.0,0,3,Yes,0,SC,377-8608,Female,34,No,No,No,0,No,Two Year,Direct Debit,32,968,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
173,173,7908-ECDM,0,44,235,666.2,0.0,0.0,No,no,0.0,0,2,Yes,0,NC,417-3676,Female,61,No,No,No,0,Yes,One Year,Paper Check,73,3245,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
174,174,1716-QOYE,0,63,272,1003.7,0.0,0.0,No,no,0.0,0,14,Yes,0,WV,417-6774,Female,60,No,No,No,0,Yes,Two Year,Paper Check,41,2574,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
175,175,5515-YTMC,0,48,129,336.0,0.0,0.0,No,no,0.0,0,0,No,0,RI,411-9554,Male,68,No,Yes,No,0,No,Two Year,Direct Debit,15,701,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
176,176,2693-LNVQ,0,19,89,267.6,0.0,0.0,No,no,0.0,0,6,No,9,NH,420-3192,Female,65,No,Yes,No,0,No,One Year,Paper Check,45,870,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
177,177,8543-ZKUD,0,71,507,1071.9,213.0,702.9,Yes,yes,0.0,0,0,No,0,MA,343-7734,Female,33,No,No,No,0,No,Two Year,Credit Card,15,1076,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
178,178,3038-IFZO,0,58,280,635.2,0.0,0.0,No,no,0.0,0,11,Yes,0,OK,344-6495,Male,48,No,No,No,0,No,Two Year,Direct Debit,21,1225,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
179,179,9537-XRFN,0,20,105,284.1,0.0,0.0,No,no,0.0,0,1,Yes,0,WY,337-7501,Male,72,No,Yes,No,0,No,One Year,Direct Debit,69,1404,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
180,180,7085-YIYR,0,21,31,82.5,0.0,0.0,No,no,0.0,0,6,Yes,0,SD,339-3049,Male,76,No,Yes,No,0,No,One Year,Direct Debit,36,750,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
181,181,1553-ODVJ,0,14,51,154.4,0.0,0.0,No,no,0.0,0,1,Yes,0,AL,361-7998,Male,50,No,No,No,0,Yes,Month-to-Month,Direct Debit,25,348,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
182,182,2815-CHSQ,0,5,31,77.5,30.0,52.5,Yes,yes,0.0,0,21,Yes,0,VT,355-4842,Female,24,Yes,No,No,0,No,Month-to-Month,Direct Debit,26,125,Not Filling Responses,Not Filling Responses,20-40,Under 30
183,183,8102-VTHV,0,6,31,70.3,0.0,0.0,No,no,0.0,0,10,No,0,MT,387-6440,Female,32,No,No,No,0,No,Month-to-Month,Paper Check,22,131,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
184,184,9039-AQSW,0,10,19,48.7,0.0,0.0,No,no,0.0,0,3,Yes,0,MN,369-2625,Female,43,No,No,No,0,No,Month-to-Month,Direct Debit,30,295,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
185,185,2875-MMJS,0,68,115,406.4,0.0,0.0,No,no,0.0,0,30,Yes,0,MI,370-8463,Female,24,Yes,No,No,0,No,Month-to-Month,Paper Check,20,1381,Not Filling Responses,Not Filling Responses,20-40,Under 30
186,186,9187-XWPM,0,23,146,375.5,0.0,0.0,No,no,0.0,0,3,Yes,0,SD,412-1194,Female,68,No,Yes,No,0,No,One Year,Credit Card,42,994,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
187,187,9472-TSCB,0,21,72,146.3,0.0,0.0,No,no,0.0,0,4,Yes,0,MI,355-9508,Female,34,No,No,No,0,No,Month-to-Month,Direct Debit,29,610,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
188,188,9312-GZYT,0,33,309,528.4,0.0,0.0,No,no,0.0,0,21,Yes,0,NE,335-1838,Male,26,Yes,No,No,0,Yes,One Year,Paper Check,38,1257,Not Filling Responses,Not Filling Responses,20-40,Under 30
189,189,6227-SNVZ,0,22,99,201.2,0.0,0.0,No,no,0.0,0,4,No,41,WI,355-6930,Male,49,No,No,No,0,Yes,One Year,Credit Card,40,898,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
190,190,3512-FPBK,0,6,27,57.2,0.0,0.0,No,no,0.0,0,10,Yes,0,CT,387-5860,Female,82,No,Yes,No,0,No,One Year,Direct Debit,55,346,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
191,191,1241-KOAE,0,11,41,100.7,0.0,0.0,No,no,0.0,0,0,No,0,WI,343-2605,Female,42,No,No,No,0,No,Month-to-Month,Credit Card,10,107,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
192,192,7271-CUUY,0,1,5,9.0,0.0,0.0,No,no,0.0,0,0,No,0,IN,350-6759,Male,47,No,No,No,0,No,Month-to-Month,Credit Card,12,12,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
193,193,7720-YDVK,0,34,189,545.6,0.0,0.0,No,no,0.0,0,1,Yes,0,AR,346-9317,Male,78,No,Yes,No,0,Yes,One Year,Direct Debit,47,1591,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
194,194,8228-YLSA,0,23,83,209.4,0.0,0.0,No,no,0.0,0,5,No,74,MD,330-1835,Male,37,No,No,No,0,No,One Year,Direct Debit,28,656,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
195,195,1618-FDFU,0,4,12,47.3,0.0,0.0,No,no,0.0,0,1,Yes,0,RI,329-7347,Male,53,No,No,No,0,Yes,Month-to-Month,Direct Debit,42,166,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
196,196,8559-MXDG,0,68,268,749.6,0.0,0.0,No,no,0.0,0,4,Yes,0,IA,360-6868,Female,47,No,No,No,0,Yes,Two Year,Credit Card,40,2732,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
197,197,0962-ASPG,0,27,141,380.7,0.0,0.0,No,no,0.0,0,2,Yes,0,IN,336-3819,Male,58,No,No,No,0,Yes,Two Year,Credit Card,44,1198,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
198,198,0844-OQDF,0,47,145,374.1,0.0,0.0,No,no,0.0,0,2,No,23,SD,413-5310,Male,49,No,No,No,0,Yes,One Year,Credit Card,30,1425,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
199,199,6776-WWYB,0,1,3,8.0,0.0,0.0,No,no,0.0,0,0,No,0,MN,366-7912,Female,37,No,No,No,0,No,Month-to-Month,Direct Debit,11,11,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
200,200,6578-HKVT,0,21,61,148.3,0.0,0.0,No,no,0.0,0,2,Yes,0,TX,399-8845,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,53,1125,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
201,201,2109-RYXQ,0,43,99,297.8,0.0,0.0,No,no,0.0,0,7,Yes,0,VA,368-2583,Female,27,Yes,No,No,0,Yes,Two Year,Credit Card,72,3047,Not Filling Responses,Not Filling Responses,20-40,Under 30
202,202,9347-JEXQ,0,5,23,49.3,0.0,0.0,No,no,0.0,0,3,Yes,0,MA,360-6309,Female,65,No,Yes,No,0,No,One Year,Direct Debit,38,188,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
203,203,6820-PZJK,0,52,395,671.7,0.0,0.0,No,no,0.0,0,8,Yes,0,MA,332-2462,Male,25,Yes,No,No,0,No,One Year,Credit Card,39,2030,Not Filling Responses,Not Filling Responses,20-40,Under 30
204,204,6796-NKTW,0,68,445,1089.5,0.0,0.0,No,no,0.0,0,0,No,0,GA,381-9196,Male,48,No,No,No,0,No,Two Year,Credit Card,12,797,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
205,205,6634-FVNB,0,35,144,424.4,70.0,329.0,Yes,yes,0.0,0,5,No,55,SD,413-9269,Male,68,No,Yes,No,0,No,Month-to-Month,Credit Card,50,1758,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
206,206,1446-DSQR,0,71,272,710.7,0.0,0.0,No,no,0.0,0,4,Yes,0,WY,403-7775,Female,61,No,No,No,0,Yes,Two Year,Direct Debit,25,1805,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
207,207,8378-GLUW,0,1,3,8.0,0.0,0.0,No,no,0.0,0,5,Yes,0,VA,360-2479,Male,43,No,No,No,0,No,Month-to-Month,Direct Debit,26,26,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
208,208,1058-FHDZ,0,9,32,78.2,0.0,0.0,No,no,0.0,0,6,Yes,0,OR,394-3791,Female,30,No,No,No,0,No,One Year,Credit Card,19,167,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
209,209,1073-GKTJ,0,70,113,278.2,0.0,0.0,No,no,0.0,0,9,Yes,0,VA,384-2632,Male,66,No,Yes,No,0,No,Two Year,Direct Debit,33,2319,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
210,210,1562-NIHI,0,50,180,350.2,0.0,0.0,No,no,0.0,0,36,Yes,0,ME,359-8466,Female,29,Yes,No,No,0,No,Month-to-Month,Credit Card,49,2468,Not Filling Responses,Not Filling Responses,20-40,Under 30
211,211,7833-BSMJ,0,11,39,106.2,0.0,0.0,No,no,0.0,0,1,Yes,0,AL,331-8909,Female,72,No,Yes,No,0,No,One Year,Direct Debit,29,304,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
212,212,3427-ESBK,0,18,64,160.1,0.0,0.0,No,no,0.0,0,6,Yes,0,AZ,362-2314,Female,84,No,Yes,No,0,Yes,One Year,Credit Card,48,847,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
213,213,8146-GDHD,0,8,24,84.3,0.0,0.0,No,no,0.0,0,0,No,0,MT,387-5453,Female,34,No,No,No,0,No,One Year,Credit Card,10,81,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
214,214,6382-GKJC,0,47,379,745.7,0.0,0.0,No,no,0.0,0,11,Yes,0,AL,380-3437,Male,30,No,No,No,0,Yes,One Year,Credit Card,34,1593,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
215,215,0507-BEOA,0,70,383,976.5,0.0,0.0,No,no,0.0,0,1,Yes,0,WA,333-2611,Female,67,No,Yes,No,0,Yes,Two Year,Direct Debit,47,3248,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
216,216,9904-EVDV,0,38,176,526.6,0.0,0.0,No,no,0.0,0,18,Yes,0,OR,409-8814,Female,20,Yes,No,No,0,No,Month-to-Month,Credit Card,47,1762,Not Filling Responses,Not Filling Responses,0-20,Under 30
217,217,2873-YKWT,0,33,79,301.4,0.0,0.0,No,no,0.0,0,3,No,5,GA,343-6940,Female,74,No,Yes,No,0,No,One Year,Direct Debit,23,773,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
218,218,9842-LZDR,0,73,326,943.5,0.0,0.0,No,no,0.0,0,4,Yes,0,MN,361-9923,Female,57,No,No,No,0,Yes,Two Year,Credit Card,56,4087,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
219,219,7116-ZHQM,0,65,130,323.9,0.0,0.0,No,no,0.0,0,0,No,0,IN,376-4300,Male,48,No,No,No,0,No,One Year,Credit Card,11,741,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
220,220,2342-IECV,0,43,234,427.2,0.0,0.0,No,no,0.0,0,0,No,0,SC,349-6567,Female,42,No,No,No,0,No,One Year,Credit Card,7,296,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
221,221,2874-GJCM,0,1,8,15.0,0.0,0.0,No,no,0.0,0,11,Yes,0,VA,333-7749,Female,69,No,Yes,No,0,No,One Year,Direct Debit,41,41,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
222,222,0792-XLYQ,0,67,197,402.1,0.0,0.0,No,no,0.0,0,0,No,0,VT,375-2165,Female,28,Yes,No,No,0,No,Two Year,Direct Debit,13,859,Not Filling Responses,Not Filling Responses,20-40,Under 30
223,223,9882-RJVV,0,22,140,243.9,0.0,0.0,No,no,0.0,0,7,No,26,AZ,400-6999,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,18,393,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
224,224,4588-VLVH,0,66,172,530.4,0.0,0.0,No,no,0.0,0,2,Yes,0,FL,420-7823,Female,74,No,Yes,No,0,Yes,One Year,Direct Debit,37,2458,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
225,225,3693-MZXP,0,36,81,217.7,0.0,0.0,No,no,0.0,0,3,Yes,0,AK,366-5241,Male,55,No,No,No,0,Yes,Two Year,Credit Card,39,1403,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
226,226,6254-LMFV,0,15,49,183.3,60.0,151.5,Yes,yes,0.0,0,24,Yes,0,AR,413-3412,Male,29,Yes,No,No,0,No,One Year,Credit Card,22,338,Not Filling Responses,Not Filling Responses,20-40,Under 30
227,227,2757-NSCZ,0,6,45,70.9,0.0,0.0,No,no,0.0,0,9,Yes,0,AR,406-2752,Female,69,No,Yes,No,0,No,One Year,Direct Debit,43,274,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
228,228,9653-TWSS,1,16,32,98.6,64.0,180.8,Yes,yes,0.0,0,7,Yes,0,CA,343-6374,Female,75,No,Yes,No,0,No,One Year,Direct Debit,23,377,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
